Fabric_Type,Weight_gsm,Breathability,Insulation,Tensile_Strength,Moisture_Absorption,Recyclability,Biodegradability,Cost_Rs_per_meter,Terrain,Performance_Score
Polyester,234.15810556742045,4.6807695472422015,5.290186072848565,1.9500473915226948,1.9584737834052572,9.676998574716892,9.814309603522917,667.9387539721364,Cold Desert,51.78
Acrylic,196.31789473752224,6.326078352854459,4.001983067563643,5.070403966024293,1.4256012977644084,6.577820206519799,6.913285889553478,194.11571467242467,Hot Desert,55.19
Acrylic,287.18705845183536,5.4075648635322695,5.975738867633915,5.527411610975161,1.4841364935496062,7.6163451483779525,5.60629573192483,300.59458757058934,Hot Desert,47.63
Polyester,302.4209939398576,2.921459224715709,8.168455654519988,5.108542532929134,2.625486512563518,6.918580029817352,6.370542680809128,297.0891724440097,Hot Desert,31.11
Kevlar,353.45098646603907,8.526201290704385,4.593050730667911,8.421604972807062,8.603157775432335,9.968862449010713,9.618441563562836,605.1286358046713,Jungle,52.5
Polyester,173.58796571404025,5.453031039993034,8.249118704714009,7.5068565015348545,8.08941482930225,4.419337356897419,3.222141798546577,84.98802689176665,Cold Desert,60.93
Blended Fabric A,334.4120754666002,9.002264446810743,5.286140950162513,9.34881200386529,2.8217085546912273,5.629403108300778,2.923909703828327,322.70949324965216,Jungle,80.05
Blended Fabric C,83.77596686120467,3.4166169562461124,2.846217259483506,2.324207621301333,7.276711864281783,6.1015404820192005,5.085411136750996,324.77073473773066,Jungle,27.55
Acrylic,193.95233568786972,8.06934417249074,9.902704902162125,2.655793492086428,4.073704020039731,3.521813918901511,1.3966065513304804,367.8673425552503,Humid Coast,57.71
Acrylic,334.2306069555218,8.682423921640716,6.678944541493262,9.406548994255566,6.309216935931697,3.164832122740744,2.9414550650337485,855.9625867044371,Jungle,67.03
Nylon,103.15774264162464,6.439514609898199,7.928231256838221,2.0386186266121222,2.0509272164081165,4.295151970026293,3.464930561947452,337.55553039585016,Jungle,58.72
Blended Fabric B,121.81409037594747,6.4976861177375715,7.193130432256783,7.326426041911401,5.791185785247455,9.5761564269901,8.924794998310592,1438.565156866106,Humid Coast,59.0
Spandex,209.86367884367633,9.12767410322842,6.64110586761936,9.788977050360971,3.2110279815500293,9.315625404149161,4.213501881832489,951.8528203355496,Hot Desert,75.15
Rayon,323.13123844442373,9.804253906329855,8.086835047529076,6.542170682442437,5.03392577871763,4.107126770260786,4.771113548666646,526.0180535092534,Humid Coast,67.19
Wool,383.89045942711635,4.765260897170652,5.915972830915831,6.192058789382401,6.859793596405048,1.0221070680268567,8.584207042903017,438.803948347073,Cold Desert,52.8
Polyester,398.99396702422075,8.15395154306967,1.2234991355737888,4.318787537028154,3.224895725197044,9.677185596148954,3.378060248298706,1417.8577759921925,Hot Desert,70.19
Blended Fabric C,99.39334892766894,7.364655345812119,9.728851051218417,8.747175764960732,5.809967872944736,8.09866197381499,9.495089289533482,363.2254880118623,Hot Desert,60.67
Blended Fabric B,166.35102655003308,8.892526797456998,1.8851905512113092,2.603965769828573,7.485548171246216,2.572997534769241,2.422488717127399,855.4269722283644,Cold Desert,19.99
Rayon,355.9585615185217,8.351011948820803,2.9285539180930593,2.7036193148722103,8.283961164682886,2.6620691292302308,5.531823421795326,371.06159081686724,Hot Desert,69.59
Kevlar,193.56934283117852,7.560025103167543,6.38286706429078,9.217900619218174,2.30866824750255,1.5377374479117338,5.811470087420158,51.48935098563835,Hot Desert,65.78
Kevlar,255.6476413919105,7.601515146065234,7.061455312183234,4.1259807264819965,7.831774451913618,8.59037719482118,7.697173927317799,1176.3698314702308,Hot Desert,59.97
Spandex,381.9801384794358,4.8211490652046844,9.07345196691818,8.72028450827214,2.1189787784058556,9.696435036324559,9.96707516845033,928.912449257051,Humid Coast,76.4
Blended Fabric A,349.841752100049,2.74076739229195,2.1154589552156264,6.707462358892765,8.241612001258883,9.673507875017183,1.0611665627186286,649.8332644688666,Hot Desert,51.13
Polyester,345.13897563979344,1.56057353814788,7.125530675177146,3.60044845659073,1.6713726339981285,5.4019232357920055,2.423380088837314,1118.660901189443,Jungle,54.36
Wool,349.46168479600306,4.39811816632977,1.1197881750757928,3.3376234453703173,5.210305295727492,7.2461015147444545,4.438365271180672,827.2701742973502,Cold Desert,31.94
Kevlar,109.11216407549261,3.990476198146235,9.818218233222279,5.900567242618656,3.5775647163631215,9.221002715817285,4.024005706030497,1108.3656350237652,Cold Desert,75.94
Blended Fabric A,151.0414446862078,5.527763159263207,9.465051587253726,6.142008113400555,4.816490065335527,1.061154346592284,2.200722604966703,889.062633392082,Jungle,59.68
Wool,187.33780842594118,6.319961376431158,7.956862791138565,2.1106841498495683,7.385160734856244,9.155777359740947,2.6065229254482207,1266.1296324261075,Humid Coast,37.39
Kevlar,261.85654289352624,4.0542730235181885,5.245442745155874,3.7056896614402026,3.344854344521208,7.688252709169629,3.008018932849977,642.1989140469142,Jungle,51.09
Acrylic,156.36322691781493,6.643864999186486,1.4088575463222028,8.100088633033376,5.916106575580494,8.455936564966052,2.917143850583153,1078.638759218806,Hot Desert,72.52
Polyester,104.57727269302495,7.772287529910986,7.859685118595035,3.4382517930143623,9.244414170623054,7.875728170900524,3.760816322110504,396.7079664878426,Humid Coast,36.74
Rayon,310.73026708846817,2.980240274905464,8.900660896534756,4.489824791347232,9.10812240090194,4.07651427670574,1.077794393472221,799.6796250637691,Cold Desert,60.41
Rayon,118.34693849236338,3.114672160773632,8.051460318832145,1.330802421657933,5.405740180180126,5.773673110722065,7.198408546085116,104.31158773019602,Jungle,36.65
Polyester,80.99137170501862,3.386605305602716,5.497158297848331,9.201532036830555,2.1393083440498186,2.523602161029476,7.023250579454449,593.5494560424784,Jungle,71.32
Nylon,111.00595709531703,2.9244574992613654,1.0223977531144632,1.6476863484249362,6.716770915906943,3.191928461721056,4.0466088607772885,1261.1846445320546,Humid Coast,24.95
Nylon,314.7357740711609,4.498722931536298,8.461197024988772,5.406994906408512,8.855419711310727,3.3974186106752056,3.012402046483589,408.565687808799,Humid Coast,38.26
Wool,173.2202851696431,2.324077157317457,9.951651266551588,9.10389904697269,6.715111937437717,9.023885865315513,9.41916463757037,1030.3570232054617,Jungle,55.05
Acrylic,362.2405735086967,6.110172972216185,2.141204885684866,4.301704004117552,5.013288565618393,9.418321145220359,6.932669250752401,1319.1524660540415,Jungle,47.21
Cotton,139.2449062316632,2.2801818978614925,8.51232191676879,5.872908646276791,6.640927802826184,8.282854671990219,2.905718172284456,247.9029598618731,Humid Coast,44.13
Blended Fabric C,115.76771389318506,1.7936276562646876,3.4936765805503924,3.851639741806692,3.170218186460814,7.674609452501941,9.760187015136905,339.40744695071976,Cold Desert,51.75
Nylon,118.04885133402273,5.636056752810662,9.996479825430029,9.544290848032281,2.0074864615533987,3.15718224441305,9.512126647515656,268.54966375168414,Hot Desert,49.28
Rayon,202.99210699012778,2.5404793728247563,8.988146604889835,8.867338191440147,8.762166311790118,4.516704480320135,1.5128420815940715,204.77592594693226,Jungle,45.62
Wool,150.3904013147695,8.865870581339518,9.877223623503335,8.350062960986222,7.568640124742696,6.297617259345828,7.929174692618855,1423.1983026789667,Hot Desert,68.84
Rayon,185.93654194798066,1.5193966050056007,9.096671253451829,7.9245507135408095,6.610089171713449,4.564735688928018,6.242191575857896,753.3802172044693,Cold Desert,75.98
Kevlar,175.54327894657098,8.870317358104497,6.714172652283127,1.0128023626791582,3.941845885956771,4.059509182528185,7.357020035064544,1065.6573465976116,Cold Desert,43.26
Spandex,131.9422385030488,5.113391077487889,1.9016686389922313,6.610338806204483,5.216663470645675,6.658290534931435,7.101646773538717,948.1767625452951,Hot Desert,60.2
Kevlar,347.826930317974,5.965175794376117,5.408660558951229,9.88357423811387,3.5515711603582916,5.752272744056558,7.140921207471923,231.5776027531887,Hot Desert,62.33
Blended Fabric B,336.5403891191444,3.1308241113984705,5.43961328413246,6.67567545384674,7.040461179768401,7.554793978430434,8.793795853386499,619.6461923987746,Cold Desert,54.77
Blended Fabric B,314.2958872864805,3.702467171142912,9.713421551904771,8.786972561698558,3.6087519582960765,7.075618090182888,7.460205710133646,675.6512725993,Jungle,69.04
Spandex,280.60548700846357,5.623778462317312,1.1685614412321208,4.704486205468344,6.575038340709729,5.543422524374357,8.848556777631828,627.9637224686297,Hot Desert,61.77
Nylon,315.75454267423777,7.692122170717067,5.41488977714473,2.0523914403460983,3.6361306303555514,3.292231440223623,8.02923769277417,310.98015530819765,Jungle,52.41
Spandex,294.6300171246048,9.683075376550333,9.99316522201996,9.576299291998952,7.464181107281815,7.717967497198825,7.832890878481156,1300.7770709921206,Hot Desert,75.05
Cotton,222.62596624650482,4.748597902379142,5.144180161407676,6.938354543109347,7.979008566499882,8.834899518111962,5.1058967885434505,576.8903079611877,Humid Coast,43.54
Spandex,154.20403872231242,2.9980435172722952,7.43866709343846,2.616915660423781,4.594680997715102,3.6314814008282674,2.5183941108125376,890.5754966919457,Cold Desert,59.8
Spandex,227.91493531150275,2.762767043429644,7.910801224045809,3.832408751056712,4.084463611242089,3.269385658901014,4.909632149071304,722.1861094960744,Jungle,48.6
Blended Fabric A,389.6218502342207,9.142226272411332,6.484533678883483,1.3501312098678775,6.510343067890611,1.8070174608770464,7.393098146668725,615.6125875423494,Hot Desert,61.95
Polyester,381.6093584848418,4.753993073190481,5.144997659263716,6.311328229115652,2.7741944967224548,9.345995567455251,4.896999338512353,291.8894870782106,Humid Coast,62.49
Blended Fabric B,175.2043202961189,2.814682811989252,2.1470510888357253,5.75215578173149,1.0494845875247996,7.385686219034464,5.152505504221933,821.1430971896426,Jungle,60.83
Wool,95.87965893742958,3.6846478275393073,9.476759746825499,9.851465648658966,8.4241144695442,1.6839841961476838,6.052195255091863,630.1783393721773,Humid Coast,52.7
Cotton,134.1530215482594,4.034897852084256,2.308304088074239,6.432620692155546,6.744315701281122,5.081535860617111,7.481449446868069,1308.0960590365892,Hot Desert,55.17
Blended Fabric A,157.3319542158596,3.8835932951573082,4.422488986411482,2.833896335787999,4.251126129142766,3.1424110917428365,9.961550699128015,1185.7129935631892,Cold Desert,47.09
Rayon,375.08700699221146,6.985008924384919,2.5837891082970814,7.826734625279883,1.1405031996446673,2.01907395289593,1.2662601248214798,246.39541860763637,Humid Coast,75.47
Blended Fabric C,110.89041776380604,9.266224600912219,7.017944711868742,3.2234573723675584,6.49409092330804,4.645193462448672,6.718146757623622,737.1127988099802,Cold Desert,43.0
Acrylic,315.482269410355,6.523531714575782,1.719574221198031,1.5883621340167329,3.7450831374705276,4.872213968848717,3.477003032613575,994.6167942013811,Humid Coast,44.55
Cotton,305.3251508467743,7.9583566770003715,2.118873768360855,6.857256190266892,9.652923783101027,2.7354143553701205,9.183725480045391,928.7695264473241,Jungle,40.0
Acrylic,224.88722264361445,3.0411089234386193,5.410420905728411,4.275041098018213,3.20622792627042,2.518002445793143,7.555020110861602,255.96231134779396,Cold Desert,57.7
Acrylic,264.66283112425344,3.034697565900137,5.134388111594854,5.976256175258017,3.4698678128364793,4.091988257825507,2.8918614434711083,717.6155092853246,Jungle,55.25
Rayon,196.06780827785073,6.879973413191853,6.723050059173984,8.078336495642269,7.407265935253889,1.1060176057481534,3.7829538325330514,1311.8385429229847,Hot Desert,64.52
Blended Fabric A,113.35170758037023,3.4852319890671613,3.5504750376332357,8.858596189519808,5.980611439635287,6.474912587608596,4.303582215400374,137.4500568353783,Jungle,53.17
Cotton,281.00591225026574,1.8463976155099489,8.705541740061282,7.929163297104964,6.314423804411029,9.267356179908164,2.517741169294598,1045.653209749542,Hot Desert,33.99
Blended Fabric B,84.89354050160304,7.613807202722198,1.0628229201051436,8.852802842639504,1.5067112689321287,6.874882568846894,4.394657299808354,344.8439478892626,Hot Desert,75.16
Acrylic,188.94098116584325,3.557377835715025,7.624110647450254,8.529136863456973,7.442654178662285,6.759903025321672,3.0513225266978394,1286.5657757508848,Cold Desert,65.55
Cotton,245.52777272525262,5.6042898604010265,6.122557250266118,8.454487547607965,7.6803359395380175,8.70620494551295,5.565544944928502,955.7411355764729,Jungle,51.97
Blended Fabric A,286.6374455547826,9.001043614639864,2.129418263109894,5.05276887225005,4.808744258531618,3.914157145545293,5.321500889506296,1327.0562928810014,Hot Desert,75.66
Acrylic,80.90972396283209,7.651283888018135,6.535730802817188,9.950609324677107,1.8093825629980265,8.302116714199327,9.405353615097692,1372.5676662880849,Humid Coast,84.45
Polyester,264.50635824180563,2.3029075246650565,8.229603675830537,3.767882756974733,7.944381450992462,6.828097291860329,3.377532534791664,357.9353807923522,Humid Coast,32.36
Blended Fabric B,157.42279570819704,2.42046120204226,6.553461230089762,6.389048070795282,6.275548541195175,6.777008283023545,8.333060805681097,1374.651431747215,Hot Desert,38.05
Nylon,268.0878368540562,1.705025991225443,2.081281945200356,6.889053816652514,5.379225055214057,7.824988781509904,4.831097328915142,235.01768990776026,Jungle,44.64
Acrylic,106.52431076650313,2.7006817828184384,3.492791793656659,9.95752546358884,4.751738381583855,5.515376774303034,7.927270758764816,972.8025987412799,Humid Coast,59.76
Nylon,235.658706748126,9.749599187438998,8.171311254276771,4.612288494819387,4.431446406507232,9.365420728397961,7.1597407223324545,951.078770062176,Jungle,63.78
Cotton,259.46682499574763,2.4325009577715404,3.87293915870588,6.021503773380728,1.1635103883445026,4.93615634466905,7.80222591348343,288.1393065485949,Hot Desert,37.62
Spandex,347.52932503286354,6.555464816170257,2.589210752405176,8.256744825248742,6.923165243384911,4.007073426835944,4.385766447655653,276.0378366212201,Hot Desert,71.04
Blended Fabric A,242.88212852599744,6.013171689792945,8.951427236779729,1.1424755480778452,1.6023075627096284,2.4542108367383353,1.2703403177933101,1004.3264271053794,Cold Desert,62.86
Blended Fabric A,147.4566089372754,2.3446580039802525,2.3111623124794605,9.579172719867781,7.241540757622674,6.268859456185713,3.9023818462458486,677.912636967745,Humid Coast,46.77
Wool,399.40860417760047,7.795769172144713,6.593078411454051,6.28990475705094,5.5388293482985524,3.3168468490722627,3.037513631137603,846.8220629243754,Cold Desert,52.28
Cotton,103.83065563793141,6.047322428443151,9.278308433892153,9.228446660168691,1.097454705947131,1.966547940827048,6.247699243828255,1280.289796618938,Humid Coast,84.67
Acrylic,355.38631233464935,7.0985182176681025,2.804725698303122,1.6535932658106611,1.4276420441708024,6.508691061628703,1.3256974361382197,1121.8979368750483,Cold Desert,37.47
Rayon,88.23422886519992,9.903026913831857,3.663498924225174,6.6128082805461466,3.5519405064978193,4.541822898575653,5.943137282219805,937.1861288228489,Hot Desert,78.97
Spandex,333.33882076455967,5.668328612103588,1.6815317883738046,6.020052029960836,5.298222556624049,2.9384794653875033,1.0914658479081023,508.15066256204227,Cold Desert,36.83
Spandex,234.53126987209484,7.854414123259013,4.9513600997547655,9.564115780317223,2.991819862996258,2.9885683741133726,6.440046065548875,1349.5807609893716,Hot Desert,71.49
Acrylic,295.5770334577269,8.256573769976288,7.018115884611196,7.834129320008204,8.79514715448715,1.0711963679947063,8.970606193547447,362.1333477206514,Jungle,51.85
Rayon,165.17865448991824,5.097150454036019,9.404950328247354,1.9877213143894252,7.707548155558917,4.5320377483097145,1.2169067237190696,1411.7429471713704,Cold Desert,55.99
Kevlar,202.96644697928554,8.295246354797857,7.752585383063779,6.6989668790355985,9.45300265343358,1.8903113267170495,8.187212156613937,1022.6386583172214,Jungle,46.63
Nylon,254.7111012432082,6.801649119494068,7.626442914822893,2.6835374850652447,1.9190216889122165,1.9185030210987313,3.6448179573133137,273.5510733759954,Hot Desert,46.04
Spandex,327.0667335821785,2.0526434366153348,5.522502205165549,9.301425236549548,4.960349249708672,8.53675847956872,5.4625934906970155,204.87693200634286,Hot Desert,42.78
Acrylic,94.93624089861751,2.757832665180081,9.042526898833907,6.85178241348931,7.649712413946199,6.59495312553995,4.47885362924513,364.4486425542023,Jungle,44.51
Acrylic,267.98526640200583,9.971195690072602,6.602827880199029,7.773109500759301,2.7290881109319365,5.770210646793483,1.0675484899696501,95.61374012119438,Jungle,78.95
Rayon,229.31215286784249,6.180731538617316,8.99203930477577,7.945807278042988,3.6997926345950294,7.691357584569869,5.9445197467597,1179.8128660513569,Hot Desert,52.51
Blended Fabric A,109.40586143936625,6.566389923453138,6.013338045797251,9.582431783930712,2.459171252320711,6.905196498199669,5.266661146429385,599.4375612468264,Cold Desert,65.17
Rayon,232.75254896783966,4.560309467855196,5.375550755158039,9.460238698279497,6.9165004200721585,3.6127844365780053,2.556178410860605,659.0670989398537,Cold Desert,57.47
Blended Fabric B,272.4142111678452,3.3940243318579117,7.907583223871351,1.8861422093144342,6.04408027240589,6.6117848791970015,2.861484229586308,1247.7164582244504,Hot Desert,30.97
Polyester,239.27792184430032,9.186347954587045,7.24534823338862,4.436520084061863,3.1474529900567756,1.639555073411385,2.488247534623236,1489.3902805213067,Jungle,66.34
Rayon,134.58219420328462,4.828247842067647,9.644666203301037,1.8201902627736994,6.345858554312525,9.27254710626672,9.547150356588256,1276.7108418120747,Cold Desert,59.87
Blended Fabric A,189.43183236223007,7.904874820829234,2.2520158052851262,9.37131921003313,4.76595404257086,3.078116775760349,8.102368483062783,1424.4349364340785,Hot Desert,78.53
Rayon,275.9519709273767,3.753891367658507,2.3974012910008105,6.611049057750913,6.276096902373147,4.042109689424244,3.663043007912985,553.5044694103119,Humid Coast,44.63
Polyester,391.9423152355716,7.872081598235857,8.665657652489395,5.55084612013178,5.735112506008993,2.838921952933249,7.489412526709705,661.2968083964224,Humid Coast,58.12
Spandex,114.7254999084506,2.5574831900729516,8.30413070267215,3.327548406030393,3.379189803103624,9.364312810020982,6.918720605801646,215.74595313231666,Jungle,49.88
Wool,80.29080532549781,6.956991275961915,2.3614459966903025,9.859317256776826,2.468147747089129,5.972175954791847,7.025011977063002,1238.2694691075387,Humid Coast,75.98
Blended Fabric C,305.2592241293105,1.6577838157753604,5.353361460099495,5.6708141783032575,9.389256682742538,4.789941337694518,5.020872539178483,213.1014444402485,Jungle,28.12
Blended Fabric C,147.48703228451092,1.6977993240133613,9.972271000637146,3.426666651665247,2.2694784861592354,7.295413371374587,8.395139403297117,142.91236503320272,Humid Coast,54.57
Spandex,108.85562354625466,1.4226337299026008,6.935108307708554,6.294818707654277,6.965259909039397,5.551004469467629,8.357569168650235,842.6690386229344,Cold Desert,63.55
Blended Fabric A,284.55044458069483,2.182082732515358,2.338244295992069,3.953847174651387,4.617157816655475,5.487036854656486,6.226361830063374,729.7800387301288,Cold Desert,43.66
Cotton,223.38063493104443,3.34704199480082,9.1848361181871,4.328091527691928,8.190928796800112,1.2849905166637263,3.089522932179482,551.0979496819778,Hot Desert,35.21
Cotton,135.63760513728514,3.3324881713239343,2.5844273194223715,2.8335210412702003,7.92061246606019,4.708302795554141,4.646613202011327,1451.579188156255,Jungle,26.07
Polyester,370.9507019497468,6.1415531754913655,4.433280606318638,7.260308063884895,2.639480987625014,9.717153834053317,6.9218861918319625,147.97464847536844,Hot Desert,59.0
Blended Fabric B,320.10903976283225,3.5006133257041494,1.4589058626756117,5.402461941099458,8.50261999118781,3.263809351522404,7.453118023939971,641.2964899849397,Jungle,30.66
Nylon,177.26817593917752,3.8251216474142207,9.141978629024317,9.835733458939918,2.8879101667700677,4.874615614034104,9.790331086007516,640.5388320829538,Humid Coast,74.75
Rayon,115.16208399446079,7.779560511207696,5.023050028087305,6.7479665686066195,5.588710953805169,2.5708342473551955,2.5873281608481227,1412.646671721439,Cold Desert,46.85
Kevlar,332.540700438605,7.938276483861064,5.134937441154211,7.560016952789875,4.4848433608490605,1.9063862217053216,4.540371774840031,280.06141413049977,Jungle,65.75
Blended Fabric C,175.1760689161237,6.392446003611324,4.25386373948581,7.350306970412605,5.609320129428845,9.275430506638598,1.8192289181534829,1047.1783235299317,Humid Coast,56.65
Blended Fabric B,198.46943228614774,4.858814133323294,4.057293225463785,4.640065635648344,8.15932564822597,3.0102310891405986,5.233767036785032,79.01241949741589,Cold Desert,39.47
Nylon,115.7403662226843,3.5401234801132877,3.923860548836122,1.7411736307771903,4.245095470718222,5.482516617689846,4.879858791946973,456.6167061838314,Jungle,39.25
Acrylic,242.7383964500329,1.026702636396705,2.9698428644664014,9.301974345027407,1.1532018176184633,4.5530178945688125,8.107702536996804,1265.231940843255,Hot Desert,38.95
Spandex,154.3948005545128,6.39734245917543,3.3740022840157136,3.2973783219632473,8.268397870573118,2.3883925176695175,1.0496933056179172,538.3240646584812,Hot Desert,60.1
Rayon,329.95688243337236,6.971672900202671,6.638579922852339,6.9917385008749156,3.4437386582298912,4.44125190668111,6.547928508996081,145.07745751326064,Jungle,67.78
Wool,202.08950646743938,5.278814683693192,2.4637625773488496,1.811816925263703,7.740917899736537,3.211000840536244,8.203816858890246,1149.748558958285,Humid Coast,27.49
Wool,370.6529614128422,2.451516322807874,8.174311736812271,4.784803486554567,2.647146841202459,9.443001849833475,9.669317377604486,791.4907221160768,Humid Coast,56.84
Rayon,368.269354491148,6.365230098478159,3.39434760956203,4.826775311691527,8.523901706278723,8.736069766192848,9.45327523133362,467.97828640746724,Humid Coast,36.51
Nylon,83.89166528201734,2.56570541909931,8.274198943733385,5.91328406253224,4.074922242884627,6.475100010665183,7.658507128121125,563.9202853802508,Jungle,54.85
Polyester,100.548229334437,6.373814825912313,4.207663859969662,4.9017128284070886,4.803405561522323,6.691683598682885,6.152188140590328,662.0537692760237,Cold Desert,44.28
Blended Fabric C,178.80425424475067,2.483797408088774,5.663460588712548,9.36900611409305,9.009749501963558,9.27663220355963,9.697717540882046,289.76906724346554,Jungle,42.7
Kevlar,216.8836505118483,7.2038038251835665,4.9572452796888,9.031189338461212,7.4565683541066425,6.705737249015818,1.639340447313462,304.236369852198,Hot Desert,71.62
Blended Fabric C,150.32099803545162,7.726087075991773,3.471547580511527,9.83387867641617,5.865130599588179,2.728071733690794,8.729276090614597,513.2395415509909,Hot Desert,77.22
Blended Fabric A,184.7811947044795,7.913775234007339,2.558916547443533,4.4360720223484424,1.277494955059694,8.43963955614647,4.066468896763047,409.8507337221429,Jungle,66.58
Wool,305.59740280044014,8.316064334646487,4.130064509491611,8.310707651341627,5.183929003343124,1.9102804079070244,8.616767344442014,844.0704340516908,Cold Desert,46.14
Blended Fabric B,156.24404802120083,9.247357532756416,8.216361975934674,2.262211103459892,1.419042755036818,1.838664746612157,3.6408952375713883,1226.4705728414717,Cold Desert,56.06
Spandex,206.66915374654695,2.11648260107188,5.231951602660569,7.079987391816758,4.3196375775047295,2.5625034634663972,5.078777338940289,1155.6093870913824,Jungle,53.43
Nylon,191.63056926276857,7.291680714007281,2.128737270446467,9.707087086455491,8.010869517743862,3.6834674695009646,1.3829281234357207,1081.389599949443,Cold Desert,37.32
Blended Fabric C,388.3592353688245,3.2833500181764848,1.7445258118380143,9.236212819465894,3.3278413115149768,7.4937830259149365,1.5459367404491013,1152.8479672154422,Hot Desert,54.73
Blended Fabric B,302.5876313733131,5.791087430680643,9.599393174205344,1.3322587876960872,3.628438712200523,1.6255802560081942,8.91277871715747,911.1566728086062,Hot Desert,36.05
Acrylic,122.06652547721913,5.401290315817458,4.5883328965823384,3.8417668132512093,7.949700599487349,1.551484358501003,6.820171546259816,1243.3398952432071,Cold Desert,39.33
Blended Fabric A,318.69331032173125,3.54210110972394,6.40456714471333,2.272632498229197,2.053545613702984,6.747617279246631,8.659968891257826,147.50978226444744,Jungle,52.09
Blended Fabric B,260.99433837739423,2.963906749174062,6.50636310499883,2.930894427298059,2.0483377687545348,5.910174839483446,8.75975624229357,1043.4268596182683,Cold Desert,61.86
Spandex,363.5131684150482,4.393352571186436,8.672029010712942,5.240580311338535,3.410718826244466,3.3423294792411364,6.109010959281876,164.56489179992644,Jungle,59.54
Cotton,280.8304747000332,5.605160982159629,5.338163420759674,6.69136272544378,3.7930493303759105,6.765601048520214,7.055753785141534,1262.3643330972693,Cold Desert,55.94
Polyester,372.18235600185403,1.9641833386078558,7.6952852332267705,6.214224082890939,4.2237209372732565,1.7122815633971737,6.442628588620665,88.337830457174,Jungle,53.37
Polyester,169.96485646372733,1.6027963677198565,3.6403287525537857,3.646856113534483,4.195663035439759,4.298274722577961,4.8679435430941975,183.33928520060655,Hot Desert,32.22
Cotton,315.5223319038939,4.036118044844242,6.522505979117091,3.7633133793986726,9.857686064013688,3.838822338850339,6.4453996226875985,368.9583104923496,Hot Desert,44.52
Blended Fabric A,138.50369268502294,2.112898660281993,9.762411611317843,9.03940853771994,6.940604188646739,8.74948844129729,1.8600433569588957,1107.5955600633386,Hot Desert,36.06
Polyester,252.63782123579944,7.883325265467208,1.3013139712969688,7.253543629891204,4.913801114258387,4.957055846903046,9.165502900594873,1296.6177595980234,Cold Desert,34.12
Spandex,277.86093788838855,4.922615481852024,2.0603301788207284,8.659462476595731,1.6435996574293248,1.2888765574021823,2.7776398595797116,489.8999220701339,Humid Coast,71.31
Blended Fabric B,393.98637398993975,1.3671356343455592,5.608872617096204,1.8833928103752564,2.3409631141386438,6.494170050716284,3.084109410398476,1136.3024613777857,Hot Desert,21.73
Blended Fabric A,149.82812325303593,5.444125098409585,1.0079355421730865,8.764660392920568,1.1141053935018652,1.0630890324296427,6.503535488616824,1461.6053423956203,Humid Coast,73.73
Wool,355.451777450244,6.087227058671487,4.2197319373767055,4.351078005572468,6.089155419850284,8.28495660453592,2.202874193902595,106.93456846557405,Cold Desert,41.23
Blended Fabric A,144.65475993468831,3.1120932161069566,4.995320798922673,1.4105076771127258,5.497938745236447,9.358069657546734,1.2201729500716536,964.9280545508248,Hot Desert,33.89
Rayon,179.9874696157367,2.183666905173024,1.3900580884833675,6.795127534922223,5.970109422061615,3.063654895527978,8.484555768685732,1116.484210620898,Humid Coast,42.26
Blended Fabric C,172.1930271267753,7.382985674421542,5.716266453764628,1.7074250298004983,1.0047014590276016,1.1828714396970286,1.6835503172291426,587.8835771430438,Hot Desert,49.9
Blended Fabric B,244.9437765696918,9.731632719726058,2.4462697483980103,3.255323177788947,5.158927202266306,6.767566775870976,6.402249917790807,805.7389551469046,Jungle,51.04
Nylon,350.7025789686891,9.99070216675413,5.1895949495377405,9.954609590138075,7.5744946925008385,6.916075760608753,6.7571475909970085,1370.5792274038342,Humid Coast,64.74
Blended Fabric B,137.11786494624957,5.440814569587618,9.473048651346877,4.439015478924315,3.094088821114084,1.9238786048979604,6.3749584318960455,1065.3956031119292,Cold Desert,69.7
Blended Fabric A,94.13260435967253,1.3606839715854453,9.489484906926744,8.29545951276135,5.76843439972414,5.72912356208084,7.738791566285677,545.4197332772106,Jungle,54.02
Spandex,235.20268159784717,6.741256626203184,9.68346505092833,5.241840017682354,4.765641937718051,9.151742565472228,9.123224454247095,1489.007117730605,Hot Desert,49.59
Spandex,359.79821500871196,2.0213905595754618,6.068161588464362,8.327357643107216,6.228144485203682,3.942068459461117,8.032195542394536,773.8072138756119,Cold Desert,64.43
Kevlar,181.3962479528857,6.327458365470221,6.928988615181882,5.9331888160102775,3.448084920522838,6.343773761621463,3.992063798747207,376.1355586093145,Jungle,63.59
Kevlar,180.75948899981566,4.0205840925569465,9.070988092875487,2.2842367789514864,6.261353854868763,8.053395717617265,3.462988927477954,1273.9175384094845,Hot Desert,32.79
Wool,235.55010152535948,2.068441342910754,9.730964435739878,6.618072016295114,5.653885637731641,8.969046266758824,4.792205886882183,867.2799590346352,Jungle,51.11
Blended Fabric B,205.7510985497753,7.951524220532358,3.3052399560639194,7.3212859192047235,5.593913772678087,2.484161165622781,2.224067143566189,713.6479002224453,Humid Coast,58.8
Polyester,353.5120094135638,4.506954843748038,8.592779248364852,1.3332560986964959,4.292241548748803,1.6568475274031573,9.273197534521023,739.2026562988215,Jungle,44.44
Polyester,365.342437107196,6.267556411147804,7.509629114582014,4.276634237784391,5.466143612952456,7.566641708590263,7.54892404635065,665.563083625781,Hot Desert,50.34
